ticker,source_etf,country_code,region,section,weight,shares,price
522,WLS,HK,,Information Technology,0.003557,310.977,92.8
KXS,WLS,CT,,Information Technology,0.003545,27.911,185.61
GFS,WLS,UW,,Information Technology,0.003542,104.527,35.33
3800,WLS,HK,,Information Technology,0.003531,22033.336,1.3
6724,WLS,JT,,Information Technology,0.003452,283.631,1936.0
603296,WLS,C1,,Information Technology,0.003408,259.282,97.6
TENB,WLS,UW,,Information Technology,0.003403,119.852,29.6
AMKR,WLS,UW,,Information Technology,0.003395,115.557,30.63
BC8,WLS,GY,,Information Technology,0.00338,83.886,36.32
300408,WLS,C2,,Information Technology,0.003347,536.619264,46.32
2408,WLS,TT,,Information Technology,0.003344,1082.172,98.5
CALX,WLS,UN,,Information Technology,0.003333,58.887,59.0
6239,WLS,TT,,Information Technology,0.003293,660.264,159.0
5347,WLS,TT,,Information Technology,0.003273,1023.025,102.0
NSIT,WLS,UW,,Information Technology,0.003271,31.472,108.35
603893,WLS,C1,,Information Technology,0.003267,117.803994,205.96
000100,WLS,C2,,Information Technology,0.003249,5534.304404,4.36
042700,WLS,KP,,Information Technology,0.003233,40.216,119100.0
000988,WLS,C2,,Information Technology,0.003232,281.540759,85.24
AMBA,WLS,UW,,Information Technology,0.00322,39.828,84.28
4958,WLS,TT,,Information Technology,0.003217,617.84,166.0
ALGM,WLS,UW,,Information Technology,0.003208,120.482,27.76
CXT,WLS,UN,,Information Technology,0.003176,48.632,68.09
6526,WLS,JT,,Information Technology,0.003161,174.971,2873.5
000938,WLS,C2,,Information Technology,0.003159,800.822364,29.29
REY,WLS,IM,,Information Technology,0.003131,22.539,125.2
2474,WLS,TT,,Information Technology,0.00313,549.782,181.5
4716,WLS,JT,,Information Technology,0.003122,33.273,14925.0
300442,WLS,C2,,Information Technology,0.003097,457.6162,50.25
6770,WLS,TT,,Information Technology,0.003015,3172.242,30.3
MPHL,WLS,IS,,Information Technology,0.003014,100.147,2783.2
COMM,WLS,UW,,Information Technology,0.00301,203.344,15.43
6856,WLS,JT,,Information Technology,0.002984,36.969,12840.0
MYCR,WLS,SS,,Information Technology,0.002977,148.611,198.76
600584,WLS,C1,,Information Technology,0.002953,501.03608,43.77
3702,WLS,TT,,Information Technology,0.002939,1496.927,62.6
6965,WLS,JT,,Information Technology,0.002937,290.339,1609.0
601360,WLS,C1,,Information Technology,0.002924,1959.876206,11.08
3036,WLS,TT,,Information Technology,0.002922,675.124,138.0
CAMT,WLS,UQ,,Information Technology,0.002902,26.517,114.1
600703,WLS,C1,,Information Technology,0.002897,1396.925244,15.4
VMS,WLS,SP,,Information Technology,0.002874,266.679,14.58
BLKB,WLS,UW,,Information Technology,0.002856,47.527,62.65
3706,WLS,TT,,Information Technology,0.002838,947.4608,95.5
CDA,WLS,AT,,Information Technology,0.002822,135.01,33.24
FORM,WLS,UW,,Information Technology,0.002807,76.289,38.36
688072,WLS,C1,,Information Technology,0.002795,78.324154,265.0
8056,WLS,JT,,Information Technology,0.002792,74.253,5981.0
ACP,WLS,PW,,Information Technology,0.002776,51.55,206.6
QUBT,WLS,UR,,Information Technology,0.002764,135.144,21.32
002049,WLS,C2,,Information Technology,0.002763,237.894608,86.24
034220,WLS,KP,,Information Technology,0.002755,261.309,15620.0
BL,WLS,UW,,Information Technology,0.002736,56.576,50.42
688396,WLS,C1,,Information Technology,0.00271,366.304,54.93
BB,WLS,CT,,Information Technology,0.002699,581.625,6.78
YOU,WLS,UN,,Information Technology,0.002694,90.633,30.99
688126,WLS,C1,,Information Technology,0.002688,769.209613,25.95
2353,WLS,TT,,Information Technology,0.002683,2855.956,29.95
301308,WLS,C2,,Information Technology,0.002678,110.453,180.01
688249,WLS,C1,,Information Technology,0.002672,561.717845,35.32
AGYS,WLS,UW,,Information Technology,0.002669,25.262,110.12
VIAV,WLS,UW,,Information Technology,0.002666,219.526,12.66
6976,WLS,JT,,Information Technology,0.002648,121.221,3474.0
SCT,WLS,LN,,Information Technology,0.002647,128.587,1616.0
CCC,WLS,LN,,Information Technology,0.002643,76.107,2726.0
2409,WLS,TT,,Information Technology,0.002639,6009.11,14.0
DGNX,WLS,UR,,Information Technology,0.002627,87.248,31.39
VU,WLS,FP,,Information Technology,0.002616,9.409,250.6
2313,WLS,TT,,Information Technology,0.002611,956.818,87.0
002156,WLS,C2,,Information Technology,0.002609,424.927135,45.6
6415,WLS,TT,,Information Technology,0.002596,332.44,249.0
EXTR,WLS,UW,,Information Technology,0.002593,129.199,20.92
INFA,WLS,UN,,Information Technology,0.002576,107.758,24.92
ACLS,WLS,UW,,Information Technology,0.002547,31.377,84.61
002236,WLS,C2,,Information Technology,0.002546,918.6478,20.58
NCNO,WLS,UW,,Information Technology,0.002542,103.934,25.5
NXSN,WLS,IT,,Information Technology,0.002534,56.865,15130.0
NOD,WLS,NO,,Information Technology,0.00253,162.737,163.6
2385,WLS,TT,,Information Technology,0.002525,607.638,132.5
DOCN,WLS,UN,,Information Technology,0.002503,66.003,39.54
6274,WLS,TT,,Information Technology,0.002468,229.078,343.5
WAAREEEN,WLS,IS,,Information Technology,0.00246,68.253,3333.3999
7729,WLS,JT,,Information Technology,0.002458,38.111,10260.0
GLOB,WLS,UN,,Information Technology,0.002458,43.076,59.48
FRSH,WLS,UW,,Information Technology,0.00245,224.008,11.4
600570,WLS,C1,,Information Technology,0.002427,529.694894,34.02
300866,WLS,C2,,Information Technology,0.002425,148.830696,121.01
KVYO,WLS,UN,,Information Technology,0.002413,98.22,25.61
SYNA,WLS,UW,,Information Technology,0.002412,37.433,67.17
ALRM,WLS,UW,,Information Technology,0.002355,47.001,52.23
2347,WLS,TT,,Information Technology,0.00235,1250.571,59.9
SINCH,WLS,SS,,Information Technology,0.002344,714.262,32.57
SOP,WLS,FP,,Information Technology,0.002323,15.001,139.6
DXC,WLS,UN,,Information Technology,0.002322,178.232,13.58
2377,WLS,TT,,Information Technology,0.00231,657.633,112.0
007660,WLS,KP,,Information Technology,0.002293,44.7,76000.0
DIOD,WLS,UW,,Information Technology,0.002257,44.823,52.49
KAYNES,WLS,IS,,Information Technology,0.002254,29.352,7102.0
4980,WLS,JT,,Information Technology,0.002254,158.807,2257.5
300604,WLS,C2,,Information Technology,0.002252,176.530438,94.75
301269,WLS,C2,,Information Technology,0.002245,136.835,121.81
ATE,WLS,FP,,Information Technology,0.00221,28.159,70.75
300857,WLS,C2,,Information Technology,0.002206,96.140016,170.4
688047,WLS,C1,,Information Technology,0.002197,112.28,145.32
OFSS,WLS,IS,,Information Technology,0.002186,21.946,9213.0
AVPT,WLS,UW,,Information Technology,0.002185,150.06,15.18
AI,WLS,UN,,Information Technology,0.002181,120.186,18.92
600745,WLS,C1,,Information Technology,0.002181,348.482092,46.48
5483,WLS,TT,,Information Technology,0.002181,574.577,121.0
688120,WLS,C1,,Information Technology,0.00218,98.691239,164.0
603228,WLS,C1,,Information Technology,0.002161,262.554082,61.12
5344,WLS,JT,,Information Technology,0.002159,8.372,41020.0
7732,WLS,JT,,Information Technology,0.00215,104.252,3281.0
CLBT,WLS,UW,,Information Technology,0.002134,116.768,19.05
688223,WLS,C1,,Information Technology,0.002132,2801.456647,5.65
SEDG,WLS,UW,,Information Technology,0.002129,57.496,38.61
2354,WLS,TT,,Information Technology,0.00212,972.255,69.5
300316,WLS,C2,,Information Technology,0.0021,366.669464,42.53
600487,WLS,C1,,Information Technology,0.002098,690.685705,22.56
INTA,WLS,UW,,Information Technology,0.002077,55.713,38.86
IFCN,WLS,SE,,Information Technology,0.002064,16.972,102.2
6728,WLS,JT,,Information Technology,0.002062,49.033,6688.0
BRZE,WLS,UW,,Information Technology,0.00206,77.904,27.57
RNG,WLS,UN,,Information Technology,0.002059,76.95,27.9
002414,WLS,C2,,Information Technology,0.002034,1195.806111,12.63
000066,WLS,C2,,Information Technology,0.002033,903.223745,16.71
BBAI,WLS,UN,,Information Technology,0.002026,282.009,7.49
5214,WLS,JT,,Information Technology,0.002014,65.338,4904.0
IPGP,WLS,UW,,Information Technology,0.002008,24.153,86.67
KLIC,WLS,UW,,Information Technology,0.001996,50.911,40.88
688082,WLS,C1,,Information Technology,0.001983,76.602,192.21
POWI,WLS,UW,,Information Technology,0.00198,55.026,37.51
ACMR,WLS,UQ,,Information Technology,0.001972,50.057,41.07
600588,WLS,C1,,Information Technology,0.001971,956.759275,15.3
4749,WLS,TT,,Information Technology,0.001958,71.422,874.0
LAND,WLS,SE,,Information Technology,0.001958,25.789,63.8
600460,WLS,C1,,Information Technology,0.001951,465.940118,31.1
968,WLS,HK,,Information Technology,0.001948,4401.95,3.59
TDC,WLS,UN,,Information Technology,0.001933,92.788,21.72
6515,WLS,TT,,Information Technology,0.001925,26.744,2295.0
KPITTECH,WLS,IS,,Information Technology,0.001924,154.166,1154.1
6121,WLS,TT,,Information Technology,0.001923,163.047,376.0
ASGN,WLS,UN,,Information Technology,0.001921,42.084,47.58
002281,WLS,C2,,Information Technology,0.001919,225.91849,63.09
300115,WLS,C2,,Information Technology,0.001915,380.314124,37.4
600845,WLS,C1,,Information Technology,0.001914,604.787084,23.5
301236,WLS,C2,,Information Technology,0.001907,266.82353,53.08
COTN,WLS,SE,,Information Technology,0.001899,7.76,205.6
6770,WLS,JT,,Information Technology,0.001898,159.766,1889.5
148,WLS,HK,,Information Technology,0.001893,566.176,27.12
3005,WLS,TT,,Information Technology,0.001893,409.092,147.5
BTDR,WLS,UR,,Information Technology,0.001883,95.711,20.51
300661,WLS,C2,,Information Technology,0.001883,173.012123,80.82
PRGS,WLS,UW,,Information Technology,0.001882,42.279,46.41
NETC,WLS,DC,,Information Technology,0.00188,44.553,284.0
KN,WLS,UN,,Information Technology,0.001879,83.45,23.47
IOS,WLS,GY,,Information Technology,0.001868,50.631,33.25
6176,WLS,TT,,Information Technology,0.001868,433.041,137.5
000021,WLS,C2,,Information Technology,0.001867,436.964525,31.72
REDI,WLS,IS,,Information Technology,0.001861,593.183,290.1
VSH,WLS,UN,,Information Technology,0.001854,121.647,15.89
TELX,WLS,IS,,Information Technology,0.001849,31.62,5407.5
688472,WLS,C1,,Information Technology,0.00184,1032.70085,13.23
688183,WLS,C1,,Information Technology,0.001827,178.75,75.9
300454,WLS,C2,,Information Technology,0.001814,118.126764,114.04
PLUS,WLS,UW,,Information Technology,0.001809,26.089,72.27
688303,WLS,C1,,Information Technology,0.001808,485.608,27.64
688608,WLS,C1,,Information Technology,0.001807,47.022464,285.37
TIETO,WLS,FH,,Information Technology,0.001804,103.83,15.66
6805,WLS,TT,,Information Technology,0.001785,48.013,1185.0
688469,WLS,C1,,Information Technology,0.001781,1979.343856,6.68
NTCT,WLS,UW,,Information Technology,0.001775,69.793,26.51
300628,WLS,C2,,Information Technology,0.001767,354.610987,37.0
300475,WLS,C2,,Information Technology,0.001767,129.856656,101.02
3324,WLS,TT,,Information Technology,0.001747,61.135,911.0
300339,WLS,C2,,Information Technology,0.001744,222.995035,58.08
4966,WLS,TT,,Information Technology,0.001743,71.144,781.0
8046,WLS,TT,,Information Technology,0.001741,209.401,265.0
600536,WLS,C1,,Information Technology,0.001739,261.460242,49.4
688347,WLS,C1,,Information Technology,0.001739,114.17,113.1
8060,WLS,JT,,Information Technology,0.001736,46.23,5972.0
688213,WLS,C1,,Information Technology,0.001735,112.51564,114.5
688777,WLS,C1,,Information Technology,0.001732,221.365553,58.09
3132,WLS,JT,,Information Technology,0.00171,135.694,2004.0
2038,WLS,HK,,Information Technology,0.001709,784.908,17.66
688099,WLS,C1,,Information Technology,0.001705,117.908353,107.4
002402,WLS,C2,,Information Technology,0.001692,259.022481,48.5
001309,WLS,C2,,Information Technology,0.001691,63.41396,198.0
688525,WLS,C1,,Information Technology,0.001678,129.154376,96.5
AIXA,WLS,GY,,Information Technology,0.001674,113.456,13.3
RAMP,WLS,UN,,Information Technology,0.001672,63.406,27.49
ADEA,WLS,UW,,Information Technology,0.001661,105.429,16.42
058470,WLS,KQ,,Information Technology,0.00166,45.806,53700.0
002195,WLS,C2,,Information Technology,0.001659,1587.755316,7.76
3260,WLS,TT,,Information Technology,0.001657,294.284,179.5
5434,WLS,TT,,Information Technology,0.001656,165.476,319.0
688188,WLS,C1,,Information Technology,0.001654,80.749547,152.1
ARLO,WLS,UN,,Information Technology,0.001646,98.922,17.35
688728,WLS,C1,,Information Technology,0.001641,697.473,17.47
300223,WLS,C2,,Information Technology,0.001633,135.111402,89.75
6436,WLS,JT,,Information Technology,0.001632,62.951,4123.0
002459,WLS,C2,,Information Technology,0.001631,926.710271,13.07
RSW,WLS,LN,,Information Technology,0.001628,34.318,3725.0
600601,WLS,C1,,Information Technology,0.001624,1167.682121,10.33
002456,WLS,C2,,Information Technology,0.001624,940.054979,12.83
AAOI,WLS,UQ,,Information Technology,0.001624,52.299,32.37
2498,WLS,HK,,Information Technology,0.001624,347.965,37.86
600562,WLS,C1,,Information Technology,0.001616,347.720195,34.5
300782,WLS,C2,,Information Technology,0.001613,149.784096,79.97
VECO,WLS,UW,,Information Technology,0.001609,56.864,29.49
3896,WLS,HK,,Information Technology,0.001607,1818.576,7.17
688110,WLS,C1,,Information Technology,0.001593,123.829933,95.5
ALSN,WLS,SE,,Information Technology,0.001586,5.661,235.5
SOLUTION,WLS,AB,,Information Technology,0.001582,24.17,256.0
5269,WLS,TT,,Information Technology,0.001577,34.425,1460.0
603806,WLS,C1,,Information Technology,0.001571,730.44629,15.97
FIVN,WLS,UQ,,Information Technology,0.001563,73.945,22.04
INRI,WLS,MK,,Information Technology,0.001563,2819.843,2.44
VERX,WLS,UQ,,Information Technology,0.001563,65.259,24.96
688220,WLS,C1,,Information Technology,0.001554,117.124249,98.5
6951,WLS,JT,,Information Technology,0.001553,46.849,5271.0
AOF,WLS,GY,,Information Technology,0.00155,12.447,112.2
011070,WLS,KP,,Information Technology,0.001549,11.962,191800.0
8358,WLS,TT,,Information Technology,0.001547,206.785,238.5
3023,WLS,TT,,Information Technology,0.00154,214.443,229.0
HMS,WLS,SS,,Information Technology,0.00154,33.575,455.2
4902,WLS,JT,,Information Technology,0.001535,462.962,527.5
3396,WLS,HK,,Information Technology,0.001525,1151.827,10.74
688318,WLS,C1,,Information Technology,0.001523,71.713452,157.69
3107,WLS,JT,,Information Technology,0.001521,85.196,2840.5
6682,WLS,HK,,Information Technology,0.00152,202.16,61.0
300373,WLS,C2,,Information Technology,0.001517,152.137381,74.05
354,WLS,HK,,Information Technology,0.001517,2085.916,5.9
688361,WLS,C1,,Information Technology,0.001516,90.045707,125.01
VYX,WLS,UN,,Information Technology,0.00151,133.952,11.75
300458,WLS,C2,,Information Technology,0.0015,231.083303,48.2
MP1,WLS,AT,,Information Technology,0.001495,157.194,15.13
4733,WLS,JT,,Information Technology,0.001487,27.239,8683.0
OXIG,WLS,LN,,Information Technology,0.001486,57.738,2020.0
2337,WLS,TT,,Information Technology,0.001485,1722.132,27.5
6754,WLS,JT,,Information Technology,0.001484,125.454,1881.0
3994,WLS,JT,,Information Technology,0.001481,42.762,5508.0
ROG,WLS,UN,,Information Technology,0.001475,18.278,84.13
ALKT,WLS,UW,,Information Technology,0.001474,65.203,23.56
688002,WLS,C1,,Information Technology,0.001468,127.949506,85.21
688599,WLS,C1,,Information Technology,0.001452,610.222315,17.67
MELE,WLS,BB,,Information Technology,0.001443,19.704,66.0
6323,WLS,JT,,Information Technology,0.001439,95.144,2406.5
7762,WLS,JT,,Information Technology,0.001436,213.905,1068.0
PRCH,WLS,UR,,Information Technology,0.001434,98.596,15.16
3211,WLS,TT,,Information Technology,0.001433,135.167,338.0
PAR,WLS,UN,,Information Technology,0.001427,39.577,37.59
002185,WLS,C2,,Information Technology,0.001423,897.255702,11.78
688538,WLS,C1,,Information Technology,0.001421,3650.667,2.89
002273,WLS,C2,,Information Technology,0.001416,389.377022,27.0
603160,WLS,C1,,Information Technology,0.001413,129.382184,81.1
PGY,WLS,UR,,Information Technology,0.001409,48.441,30.32
039030,WLS,KQ,,Information Technology,0.001406,8.106,257000.0
BELFB,WLS,UW,,Information Technology,0.001404,10.236,142.94
3697,WLS,JT,,Information Technology,0.001399,176.651,1259.5
SPT,WLS,LN,,Information Technology,0.001397,552.718,198.4
002129,WLS,C2,,Information Technology,0.001396,1132.072416,9.16
688027,WLS,C1,,Information Technology,0.001396,28.80108,360.01
2577,WLS,HK,,Information Technology,0.001396,145.253,77.95
DBD,WLS,UN,,Information Technology,0.001392,24.733,58.69
688009,WLS,C1,,Information Technology,0.001391,1885.429,5.48
OUST,WLS,UW,,Information Technology,0.00139,46.974,30.85
NSSC,WLS,UW,,Information Technology,0.001389,33.752,42.89
LSPD,WLS,CT,,Information Technology,0.001386,123.175,16.44
688019,WLS,C1,,Information Technology,0.001377,47.023315,217.51
6442,WLS,TT,,Information Technology,0.001376,49.46,887.0
2327,WLS,JT,,Information Technology,0.001373,62.968,3467.0
AMS,WLS,SE,,Information Technology,0.001369,98.724,11.65
TATATECH,WLS,IS,,Information Technology,0.001367,177.044,714.35
LASR,WLS,UW,,Information Technology,0.00136,46.819,30.29
SWON,WLS,SE,,Information Technology,0.00136,133.13,8.585
303,WLS,HK,,Information Technology,0.00136,179.642,61.4
9759,WLS,JT,,Information Technology,0.00135,64.336,3337.0
002436,WLS,C2,,Information Technology,0.001347,475.908597,21.01
6871,WLS,JT,,Information Technology,0.001343,31.272,6830.0
PD,WLS,UN,,Information Technology,0.001342,85.587,16.35
300724,WLS,C2,,Information Technology,0.001342,97.359805,102.37
6590,WLS,JT,,Information Technology,0.001341,12.302,17340.0
300085,WLS,C2,,Information Technology,0.001331,197.859351,49.96
PREMIERE,WLS,IS,,Information Technology,0.00133,120.168,1023.6
6869,WLS,HK,,Information Technology,0.001325,238.275,45.12
601231,WLS,C1,,Information Technology,0.001322,462.952,21.2
688568,WLS,C1,,Information Technology,0.001318,226.675579,43.18
PLAB,WLS,UW,,Information Technology,0.001318,57.264,23.99
6088,WLS,HK,,Information Technology,0.001317,1661.566,6.43
688322,WLS,C1,,Information Technology,0.001315,112.307955,86.96
1888,WLS,HK,,Information Technology,0.001302,841.626,12.55
2498,WLS,TT,,Information Technology,0.001298,744.182,55.6
ANODB,WLS,SS,,Information Technology,0.00129,116.185,110.2
6285,WLS,TT,,Information Technology,0.001286,338.95,121.0
002065,WLS,C2,,Information Technology,0.001285,897.535066,10.63
300496,WLS,C2,,Information Technology,0.001283,128.803366,73.99
TMV,WLS,GY,,Information Technology,0.001277,132.432,8.69
688234,WLS,C1,,Information Technology,0.001275,120.319091,78.7
002152,WLS,C2,,Information Technology,0.001274,695.347212,13.61
002180,WLS,C2,,Information Technology,0.001274,398.437015,23.75
SPNS,WLS,UW,,Information Technology,0.001266,30.707,42.98
ASAN,WLS,UN,,Information Technology,0.001266,86.857,15.19
6257,WLS,TT,,Information Technology,0.001265,444.194,90.8
VNET,WLS,UW,,Information Technology,0.001265,137.606598,9.58
DGII,WLS,UW,,Information Technology,0.001257,35.783,36.62
6531,WLS,TT,,Information Technology,0.001256,101.979,392.5
BHE,WLS,UN,,Information Technology,0.001252,34.751,37.55
688385,WLS,C1,,Information Technology,0.001251,150.387244,61.78
002056,WLS,C2,,Information Technology,0.00125,455.47938,20.38
601865,WLS,C1,,Information Technology,0.00125,532.337439,17.43
240810,WLS,KQ,,Information Technology,0.001249,32.472,57000.0
688498,WLS,C1,,Information Technology,0.001248,24.065364,385.01
VITB,WLS,SS,,Information Technology,0.001247,33.183,373.0
9449,WLS,JT,,Information Technology,0.001243,56.672,3490.0
3131,WLS,TT,,Information Technology,0.001238,22.554,1750.0
108490,WLS,KQ,,Information Technology,0.001237,9.577764,191300.0
FORTY,WLS,IT,,Information Technology,0.001236,8.488,49450.0
ATEN,WLS,UN,,Information Technology,0.001234,69.946,18.39
3923,WLS,JT,,Information Technology,0.001222,156.088,1245.0
2533,WLS,HK,,Information Technology,0.001221,469.784,21.08
600498,WLS,C1,,Information Technology,0.001217,331.652737,27.25
MTRX,WLS,IT,,Information Technology,0.001213,32.778,12570.0
MXL,WLS,UW,,Information Technology,0.001211,79.093,15.96
3189,WLS,TT,,Information Technology,0.00121,280.438,137.5
064400,WLS,KP,,Information Technology,0.001203,26.883,66300.0
CAT,WLS,AT,,Information Technology,0.001189,261.2,7.24
OS,WLS,UW,,Information Technology,0.001187,66.432,18.625
002465,WLS,C2,,Information Technology,0.001187,694.913506,12.68
2352,WLS,TT,,Information Technology,0.001179,1154.5805,32.55
688018,WLS,C1,,Information Technology,0.001179,43.876762,199.5
603920,WLS,C1,,Information Technology,0.001179,201.753124,43.38
BTBT,WLS,UR,,Information Technology,0.001178,305.58,4.02
SDR,WLS,AT,,Information Technology,0.001177,243.753,7.68
000034,WLS,C2,,Information Technology,0.001176,199.15299,43.86
UCTT,WLS,UW,,Information Technology,0.001174,43.929,27.86
688313,WLS,C1,,Information Technology,0.001172,128.464652,67.73
6787,WLS,JT,,Information Technology,0.001168,19.419,9570.0
688582,WLS,C1,,Information Technology,0.001167,112.200385,77.25
APPN,WLS,UQ,,Information Technology,0.001161,40.573,29.84
RPD,WLS,UQ,,Information Technology,0.001159,62.465,19.35
KNOS,WLS,LN,,Information Technology,0.001158,92.814,979.5
300751,WLS,C2,,Information Technology,0.00115,78.233403,109.2
VRNT,WLS,UW,,Information Technology,0.001148,59.092,20.25
DQ,WLS,UN,,Information Technology,0.001146,43.025835,27.76
BYIT,WLS,LN,,Information Technology,0.001145,216.465,415.2
NVTS,WLS,UQ,,Information Technology,0.001145,149.143,8.0
1415,WLS,HK,,Information Technology,0.001143,253.967,36.5
ONE,WLS,IT,,Information Technology,0.001142,44.732,8669.0
8210,WLS,TT,,Information Technology,0.001137,58.016,625.0
3738,WLS,HK,,Information Technology,0.001137,1587.712,5.81
4IG,WLS,HB,,Information Technology,0.001135,136.101,2935.0
089030,WLS,KQ,,Information Technology,0.001134,27.181,61800.0
3406,WLS,TT,,Information Technology,0.001129,84.703,425.0
688037,WLS,C1,,Information Technology,0.001127,56.357798,148.52
3035,WLS,TT,,Information Technology,0.001127,213.249,168.5
600732,WLS,C1,,Information Technology,0.001118,511.366971,16.24
JEN,WLS,GY,,Information Technology,0.001118,50.942,19.78
SOI,WLS,FP,,Information Technology,0.001115,22.83,44.03
688343,WLS,C1,,Information Technology,0.001114,100.471465,82.35
000062,WLS,C2,,Information Technology,0.001114,292.85461,28.25
6814,WLS,JT,,Information Technology,0.001114,24.566,7210.0
300548,WLS,C2,,Information Technology,0.001112,81.508134,101.3
3081,WLS,TT,,Information Technology,0.001111,76.634,462.0
3019,WLS,TT,,Information Technology,0.00111,221.905,159.5
3450,WLS,TT,,Information Technology,0.001108,130.61,270.5
301165,WLS,C2,,Information Technology,0.001105,93.343,87.89
300017,WLS,C2,,Information Technology,0.001097,684.80512,11.9
000997,WLS,C2,,Information Technology,0.001096,288.977623,28.16
2458,WLS,TT,,Information Technology,0.001096,263.626,132.5
000990,WLS,KP,,Information Technology,0.001092,27.409,59000.0
600563,WLS,C1,,Information Technology,0.00109,63.0,128.51
HLIT,WLS,UW,,Information Technology,0.001088,110.182,10.29
TRUEB,WLS,SS,,Information Technology,0.001087,275.022,39.22
TPRO,WLS,IM,,Information Technology,0.001083,110.976,8.795
600363,WLS,C1,,Information Technology,0.001079,126.984046,63.08
PENG,WLS,UW,,Information Technology,0.001076,50.915,22.04
FSLY,WLS,UN,,Information Technology,0.001076,131.235,8.55
489790,WLS,KP,,Information Technology,0.001072,28.415,55900.0
ATEA,WLS,NO,,Information Technology,0.001068,78.199,143.8
5289,WLS,TT,,Information Technology,0.001065,83.856338,405.0
HEXT,WLS,IS,,Information Technology,0.00106,136.953,716.15
9682,WLS,JT,,Information Technology,0.00106,129.46,1302.0
CTS,WLS,UN,,Information Technology,0.001059,28.822,38.31
ZENT,WLS,IS,,Information Technology,0.001057,122.391,798.65
NN,WLS,UR,,Information Technology,0.001056,76.031,14.48
6890,WLS,JT,,Information Technology,0.001056,40.476,4150.0
601869,WLS,C1,,Information Technology,0.001053,85.683,91.23
002138,WLS,C2,,Information Technology,0.001052,225.769138,34.59
6510,WLS,TT,,Information Technology,0.00105,19.632,1705.0
300136,WLS,C2,,Information Technology,0.001049,270.919219,28.76
688052,WLS,C1,,Information Technology,0.001047,39.90796,194.77
3105,WLS,TT,,Information Technology,0.001046,328.609,101.5
300627,WLS,C2,,Information Technology,0.001044,218.859032,35.43
6147,WLS,TT,,Information Technology,0.00104,572.531,57.9
4373,WLS,JT,,Information Technology,0.001039,39.598,4175.0
PHX,WLS,DH,,Information Technology,0.001038,2684.468,1.48
000733,WLS,C2,,Information Technology,0.001037,155.16744,49.65
EVLV,WLS,UR,,Information Technology,0.001035,136.463,7.91
4915,WLS,TT,,Information Technology,0.00103,428.138,76.7
688702,WLS,C1,,Information Technology,0.00103,66.515,114.96
403870,WLS,KQ,,Information Technology,0.001027,41.635,36550.0
IRE,WLS,AT,,Information Technology,0.001024,186.162,8.75
603236,WLS,C1,,Information Technology,0.001024,73.264142,103.8
002841,WLS,C2,,Information Technology,0.001023,194.884634,38.99
600100,WLS,C1,,Information Technology,0.001022,938.083359,8.09
688200,WLS,C1,,Information Technology,0.001015,37.949302,198.69
603290,WLS,C1,,Information Technology,0.001014,67.052572,112.25
3264,WLS,TT,,Information Technology,0.00101,397.906,80.9
2477,WLS,HK,,Information Technology,0.001009,701.0,11.68
4812,WLS,JT,,Information Technology,0.001008,23.372,6860.0
4478,WLS,JT,,Information Technology,0.001002,43.856,3635.0
300666,WLS,C2,,Information Technology,0.001,74.28979,99.98
